test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude
TEST_033541,vi,4G,Lucknow,17.02,8.52,-105.61,47.38,2026-03-04,20.643171,82.743103
TEST_033542,jio,5G,Mumbai,32.89,38.51,-85.44,44.59,2026-04-01,25.416185,70.479486
TEST_033543,jio,4G,Chennai,29.35,7.24,-95.65,50.66,2026-04-22,23.065662,78.061843
TEST_033544,vi,4G,Mumbai,21.52,7.88,-90.85,54.42,2026-04-26,22.474822,86.65988
TEST_033545,vi,5G,Lucknow,40.13,26.61,-86.75,51.26,2026-04-08,22.470369,68.585665
TEST_033546,vi,4G,Bangalore,6.96,5.25,-87.5,51.81,2026-03-16,31.106865,93.377007
TEST_033547,vi,4G,Bangalore,11.51,5.62,-90.95,37.17,2026-05-25,29.085978,85.47075
TEST_033548,vi,5G,Delhi,76.29,14.69,-73.26,54.74,2026-04-18,15.197464,89.764945
TEST_033549,airtel,5G,Kolkata,68.82,15.06,-89.98,35.03,2026-03-06,14.271118,94.459189
TEST_033550,jio,5G,Ahmedabad,88.39,4.38,-110.02,54.48,2026-04-10,11.841136,94.759051
TEST_033551,vi,4G,Lucknow,13.61,5.13,-84.42,42.59,2026-05-04,14.378602,74.574921
TEST_033552,airtel,5G,Pune,61.94,17.96,-60.0,43.0,2026-03-02,21.808211,92.501837
TEST_033553,vi,4G,Lucknow,11.27,5.84,-98.3,59.11,2026-05-19,11.514613,91.840069
TEST_033554,jio,4G,Chennai,26.57,12.85,-81.28,45.54,2026-04-11,10.298168,73.161508
TEST_033555,airtel,4G,Chennai,15.18,6.32,-81.36,42.38,2026-04-16,35.031547,93.186158
TEST_033556,vi,5G,Ahmedabad,61.03,12.9,-86.02,40.91,2026-05-12,20.846483,82.340946
TEST_033557,airtel,5G,Pune,68.15,31.33,-74.16,38.12,2026-05-06,13.618684,84.022624
TEST_033558,vi,4G,Ahmedabad,14.85,4.46,-84.26,52.94,2026-03-13,23.86163,72.157145
TEST_033559,jio,4G,Ahmedabad,22.02,7.98,-85.72,44.15,2026-03-19,25.541271,71.126619
TEST_033560,airtel,4G,Pune,31.35,8.3,-66.53,45.08,2026-03-13,8.727499,72.479367
TEST_033561,vi,5G,Delhi,30.83,22.16,-62.44,40.95,2026-03-22,21.452324,74.938056
TEST_033562,jio,5G,Hyderabad,66.49,36.05,-99.15,44.1,2026-03-16,10.793192,85.657257
TEST_033563,vi,5G,Pune,77.71,22.48,-95.4,50.51,2026-04-02,19.29518,95.913305
TEST_033564,vi,4G,Delhi,5.48,6.66,-73.69,42.48,2026-03-01,29.297564,69.135023
TEST_033565,jio,4G,Pune,20.63,4.88,-86.11,65.06,2026-04-28,22.789808,77.961115
TEST_033566,airtel,5G,Jaipur,59.75,18.56,-96.53,92.24,2026-03-14,10.261826,77.000834
TEST_033567,vi,4G,Delhi,19.77,4.94,-84.07,37.26,2026-03-09,21.32442,73.377329
TEST_033568,jio,5G,Bangalore,87.09,30.53,-68.64,41.99,2026-03-27,21.365455,91.440079
TEST_033569,vi,5G,Bangalore,41.78,20.32,-92.51,41.8,2026-05-25,14.151844,88.25305
TEST_033570,jio,5G,Bangalore,88.76,19.27,-83.93,41.95,2026-03-25,15.907904,81.54983
TEST_033571,airtel,5G,Mumbai,72.28,7.44,-82.23,103.5,2026-04-12,25.158832,89.497585
TEST_033572,vi,4G,Delhi,13.49,5.44,-76.08,40.87,2026-05-13,35.515222,94.390358
TEST_033573,vi,5G,Jaipur,69.64,15.13,-104.91,38.32,2026-03-07,22.890263,68.066839
TEST_033574,vi,5G,Pune,75.53,20.94,-86.75,41.84,2026-04-10,34.851696,76.498477
TEST_033575,jio,4G,Kolkata,12.54,7.25,-81.56,38.15,2026-03-26,14.132548,85.296257
TEST_033576,jio,5G,Lucknow,46.99,36.27,-64.57,35.82,2026-04-16,18.995821,95.189471
TEST_033577,vi,5G,Pune,56.6,21.65,-67.82,41.0,2026-05-19,8.9916,84.112261
TEST_033578,jio,5G,Pune,100.73,23.68,-60.0,41.0,2026-05-12,32.034987,73.898312
TEST_033579,airtel,5G,Pune,96.19,33.31,-97.15,44.45,2026-05-09,16.905893,74.291867
TEST_033580,airtel,5G,Delhi,66.75,21.46,-98.94,75.1,2026-03-27,33.246835,68.93732
TEST_033581,vi,5G,Mumbai,51.14,17.91,-85.17,37.96,2026-05-28,21.628172,88.610657
TEST_033582,jio,4G,Chennai,19.41,9.73,-71.61,40.94,2026-05-19,23.268297,68.655861
TEST_033583,airtel,4G,Mumbai,31.03,8.64,-88.03,44.83,2026-03-02,8.798252,77.278243
TEST_033584,vi,5G,Jaipur,59.83,15.0,-78.16,50.79,2026-05-13,24.989326,82.91129
TEST_033585,vi,5G,Hyderabad,105.74,13.09,-89.36,39.93,2026-03-08,17.597305,94.845389
TEST_033586,vi,4G,Ahmedabad,22.42,5.54,-100.44,41.72,2026-05-05,9.199022,77.280539
TEST_033587,airtel,4G,Delhi,21.84,10.39,-67.15,66.99,2026-05-20,32.629076,85.574282
TEST_033588,jio,4G,Lucknow,12.57,3.75,-66.26,36.43,2026-05-07,33.284385,75.088004
TEST_033589,vi,4G,Kolkata,22.49,7.71,-69.76,35.25,2026-04-05,22.015388,87.034105
TEST_033590,airtel,5G,Delhi,83.76,28.57,-82.67,43.3,2026-04-04,21.226649,79.021631
TEST_033591,vi,5G,Bangalore,71.78,23.35,-81.2,43.21,2026-05-05,22.750732,68.364414
TEST_033592,airtel,5G,Jaipur,54.6,20.84,-106.17,42.12,2026-04-24,10.537943,93.243811
TEST_033593,vi,4G,Bangalore,28.78,6.19,-90.58,35.85,2026-04-13,12.822536,87.355477
TEST_033594,jio,5G,Kolkata,88.64,11.32,-105.55,52.83,2026-05-25,22.905566,95.785964
TEST_033595,airtel,5G,Ahmedabad,98.76,25.25,-68.86,41.27,2026-03-05,33.919294,92.26129
TEST_033596,jio,4G,Jaipur,14.43,7.01,-95.06,38.62,2026-04-05,18.580568,88.990475
TEST_033597,jio,4G,Chennai,47.14,10.61,-73.36,41.44,2026-04-18,20.597879,68.703024
TEST_033598,airtel,5G,Lucknow,69.16,6.01,-96.08,39.76,2026-03-26,9.656625,74.95942
TEST_033599,airtel,5G,Ahmedabad,119.17,19.37,-77.0,49.68,2026-05-09,26.127056,75.795363
TEST_033600,jio,5G,Ahmedabad,106.8,35.95,-94.1,42.48,2026-04-27,24.23108,80.414292
TEST_033601,jio,5G,Delhi,101.34,32.93,-83.01,86.61,2026-05-28,9.516399,73.424719
TEST_033602,airtel,4G,Delhi,15.49,6.49,-77.1,42.65,2026-04-22,22.041751,90.634667
TEST_033603,airtel,5G,Chennai,81.64,18.04,-86.55,53.63,2026-03-22,26.657979,94.175008
TEST_033604,jio,5G,Kolkata,84.07,23.1,-77.72,38.62,2026-05-29,15.238092,83.721161
TEST_033605,jio,4G,Kolkata,15.41,6.03,-83.61,36.22,2026-04-28,8.328591,87.508948
TEST_033606,airtel,5G,Mumbai,80.46,24.17,-99.04,39.47,2026-03-31,35.326981,69.022323
TEST_033607,airtel,4G,Ahmedabad,29.01,6.31,-71.56,35.63,2026-04-26,19.558761,87.927243
TEST_033608,airtel,5G,Lucknow,50.37,18.92,-72.17,48.77,2026-04-28,23.952922,80.81321
TEST_033609,jio,4G,Jaipur,34.15,8.25,-84.4,36.05,2026-03-21,31.44439,71.17469
TEST_033610,vi,4G,Mumbai,18.36,5.09,-94.24,81.79,2026-05-02,21.576017,75.25675
TEST_033611,jio,5G,Chennai,80.59,24.39,-65.98,81.53,2026-04-02,30.942186,78.262898
TEST_033612,jio,5G,Ahmedabad,76.02,40.49,-102.49,44.44,2026-03-11,35.49868,74.952465
TEST_033613,jio,4G,Delhi,28.87,6.48,-108.01,36.65,2026-04-23,10.985498,83.644311
TEST_033614,vi,5G,Lucknow,57.83,12.21,-94.72,50.58,2026-04-10,16.608111,72.727541
TEST_033615,vi,5G,Pune,43.52,17.86,-88.62,47.76,2026-03-24,30.214019,80.849705
TEST_033616,vi,4G,Delhi,20.29,2.19,-87.65,44.98,2026-05-27,8.417695,72.490451
TEST_033617,vi,4G,Delhi,24.77,5.76,-71.41,78.08,2026-04-08,10.062654,68.47606
TEST_033618,airtel,5G,Jaipur,74.54,13.13,-99.53,52.01,2026-03-03,15.850843,68.513118
TEST_033619,jio,4G,Pune,23.52,8.25,-62.1,37.37,2026-03-09,10.953161,88.709828
TEST_033620,vi,5G,Bangalore,88.93,22.26,-83.66,35.74,2026-04-01,23.60105,83.087175
TEST_033621,airtel,4G,Chennai,16.78,7.5,-82.75,50.02,2026-03-01,22.363461,78.827969
TEST_033622,jio,4G,Bangalore,23.74,8.76,-95.38,36.03,2026-04-06,19.82209,88.693477
TEST_033623,jio,4G,Lucknow,29.17,9.43,-86.2,61.33,2026-05-13,14.024055,78.766685
TEST_033624,vi,5G,Mumbai,78.55,24.71,-107.59,41.68,2026-05-15,23.876778,87.79351
TEST_033625,jio,5G,Ahmedabad,74.11,23.95,-88.03,47.98,2026-04-12,26.116808,83.455485
TEST_033626,vi,4G,Jaipur,23.4,4.66,-94.88,48.29,2026-03-30,16.823815,79.710448
TEST_033627,jio,5G,Bangalore,96.04,21.9,-81.02,35.99,2026-03-02,26.852393,83.810626
TEST_033628,vi,4G,Mumbai,18.2,4.65,-85.32,46.28,2026-03-02,13.833384,73.910988
TEST_033629,airtel,4G,Hyderabad,18.56,5.7,-67.53,65.27,2026-04-29,29.044825,92.676608
TEST_033630,vi,5G,Mumbai,91.02,15.66,-95.81,39.57,2026-04-30,24.795674,82.202229
TEST_033631,vi,4G,Delhi,30.59,7.61,-80.85,61.77,2026-04-07,12.116775,71.812406
TEST_033632,airtel,5G,Mumbai,62.63,22.38,-91.52,38.37,2026-04-10,13.717486,86.613263
TEST_033633,vi,5G,Hyderabad,36.84,15.98,-87.02,42.93,2026-04-13,29.722227,71.146026
TEST_033634,airtel,4G,Chennai,33.69,7.47,-110.31,82.98,2026-03-02,28.033428,90.852908
TEST_033635,jio,4G,Ahmedabad,14.67,3.92,-82.91,35.41,2026-03-02,18.720926,85.548862
TEST_033636,vi,4G,Bangalore,19.82,6.87,-94.1,58.43,2026-04-30,25.289491,80.686175
TEST_033637,airtel,5G,Bangalore,120.33,16.17,-93.63,74.96,2026-03-20,10.352824,71.162612
TEST_033638,vi,5G,Chennai,33.16,9.93,-80.09,55.02,2026-03-29,33.141431,69.219096
TEST_033639,airtel,5G,Hyderabad,90.85,29.18,-99.53,35.21,2026-03-03,12.893975,81.770201
TEST_033640,airtel,4G,Hyderabad,24.61,7.45,-80.63,68.2,2026-04-16,34.396759,87.756168
TEST_033641,jio,4G,Mumbai,26.29,8.5,-78.62,42.54,2026-04-09,26.284162,90.575624
TEST_033642,vi,5G,Jaipur,74.55,17.33,-72.19,51.29,2026-04-10,23.716395,80.38739
TEST_033643,vi,5G,Pune,88.15,15.35,-92.15,38.58,2026-05-18,17.078511,82.323633
TEST_033644,airtel,4G,Lucknow,9.44,7.51,-85.71,46.44,2026-04-09,27.207496,68.855306
TEST_033645,jio,5G,Hyderabad,26.02,41.02,-105.39,40.06,2026-05-05,17.71047,88.953587
TEST_033646,airtel,4G,Chennai,12.0,9.88,-77.61,88.8,2026-03-25,26.874029,82.919141
TEST_033647,jio,5G,Jaipur,98.07,28.81,-98.38,37.45,2026-03-18,28.037703,79.69533
TEST_033648,vi,5G,Mumbai,51.91,9.69,-89.29,48.35,2026-03-24,19.178155,74.991074
TEST_033649,vi,4G,Jaipur,13.45,6.51,-96.02,42.16,2026-03-01,10.258868,85.287171
TEST_033650,vi,5G,Ahmedabad,74.87,16.53,-66.49,72.19,2026-04-03,23.395829,74.651138
TEST_033651,jio,4G,Mumbai,18.87,9.98,-70.2,39.77,2026-05-15,18.101974,74.854821
TEST_033652,vi,4G,Delhi,13.33,7.21,-83.86,73.19,2026-04-16,26.472175,87.715108
TEST_033653,airtel,4G,Bangalore,16.85,4.86,-98.44,47.54,2026-04-26,22.034146,78.782234
TEST_033654,jio,5G,Hyderabad,96.85,18.28,-100.48,44.48,2026-03-13,31.442685,75.866377
TEST_033655,airtel,5G,Jaipur,72.95,23.83,-95.26,36.62,2026-05-23,29.488009,73.556009
TEST_033656,airtel,5G,Delhi,92.84,29.29,-94.45,40.97,2026-04-18,10.239863,80.686471
TEST_033657,airtel,4G,Chennai,19.47,8.33,-97.56,37.04,2026-05-26,24.246469,87.051809
TEST_033658,airtel,5G,Hyderabad,71.16,21.7,-74.57,44.65,2026-05-08,32.316269,94.84089
TEST_033659,airtel,5G,Delhi,94.34,33.85,-85.4,55.54,2026-03-02,34.148855,79.198302
TEST_033660,airtel,5G,Kolkata,58.62,23.85,-65.16,42.45,2026-05-26,17.267844,79.986485
TEST_033661,vi,4G,Kolkata,27.11,5.47,-67.75,40.07,2026-04-10,10.124069,94.980754
TEST_033662,vi,5G,Delhi,48.7,4.14,-72.46,51.42,2026-05-11,27.04251,93.712338
TEST_033663,vi,5G,Bangalore,85.64,19.78,-68.81,43.52,2026-05-05,8.973642,85.956889
TEST_033664,vi,4G,Pune,18.26,6.8,-72.32,42.92,2026-05-02,15.930156,88.581761
TEST_033665,vi,4G,Kolkata,20.71,4.38,-67.27,49.53,2026-03-31,23.194143,75.706342
TEST_033666,airtel,4G,Ahmedabad,24.74,5.87,-82.31,45.51,2026-05-08,19.652835,80.127583
TEST_033667,jio,4G,Chennai,34.45,7.17,-75.6,41.06,2026-05-28,21.111143,69.09499
TEST_033668,vi,5G,Lucknow,81.84,18.63,-92.96,54.52,2026-03-08,35.997931,93.082017
TEST_033669,airtel,5G,Mumbai,53.83,28.79,-82.92,42.87,2026-04-24,11.319719,84.348596
TEST_033670,vi,5G,Ahmedabad,39.87,22.15,-66.59,49.02,2026-03-19,30.473537,95.060913
TEST_033671,vi,4G,Jaipur,14.03,5.92,-84.28,45.1,2026-04-13,27.566924,84.073285
TEST_033672,airtel,4G,Jaipur,14.06,7.83,-86.77,41.87,2026-04-12,14.401494,94.1387
TEST_033673,vi,5G,Kolkata,65.76,20.98,-83.08,38.21,2026-04-22,22.015555,88.41275
TEST_033674,airtel,4G,Bangalore,31.16,4.67,-87.44,50.03,2026-05-19,32.652202,89.602051
TEST_033675,airtel,4G,Mumbai,18.37,7.78,-85.58,90.82,2026-03-05,8.09145,90.122926
TEST_033676,airtel,4G,Chennai,23.25,10.12,-97.86,41.6,2026-03-14,33.281594,77.335835
TEST_033677,jio,5G,Chennai,82.74,15.23,-91.38,78.56,2026-03-11,15.670765,77.91956
TEST_033678,airtel,4G,Chennai,24.64,7.2,-75.2,42.36,2026-03-27,26.959926,93.038717
TEST_033679,airtel,5G,Delhi,130.71,18.59,-90.89,54.49,2026-05-06,14.798339,69.005207
TEST_033680,vi,5G,Mumbai,65.28,15.35,-89.92,58.55,2026-05-14,31.029054,78.555657
TEST_033681,vi,4G,Lucknow,11.93,7.88,-105.1,44.83,2026-04-29,8.401766,73.58259
TEST_033682,jio,5G,Chennai,110.64,31.62,-103.58,39.92,2026-05-24,26.177419,95.151908
TEST_033683,jio,5G,Jaipur,83.08,23.4,-87.8,63.91,2026-03-26,32.296834,75.48215
TEST_033684,airtel,4G,Bangalore,20.55,9.52,-94.04,39.12,2026-05-02,23.330848,76.415626
TEST_033685,jio,4G,Jaipur,24.95,9.48,-90.7,43.57,2026-04-28,33.91193,89.481329
TEST_033686,vi,5G,Kolkata,37.38,17.0,-85.58,56.81,2026-03-14,14.64451,86.077903
TEST_033687,airtel,4G,Ahmedabad,11.42,8.39,-91.63,62.04,2026-05-25,23.658013,80.337444
TEST_033688,jio,4G,Delhi,27.03,12.95,-83.08,43.52,2026-03-17,21.204497,72.491366
TEST_033689,jio,4G,Bangalore,16.77,10.14,-96.09,49.52,2026-03-22,21.237184,91.531674
TEST_033690,airtel,5G,Hyderabad,71.06,14.23,-79.08,36.03,2026-05-16,14.47369,93.754967
TEST_033691,vi,4G,Bangalore,16.5,4.14,-94.37,42.71,2026-05-03,31.514635,92.939796
TEST_033692,airtel,5G,Delhi,70.76,20.11,-94.27,39.41,2026-03-16,20.168963,70.960116
TEST_033693,airtel,4G,Kolkata,11.65,7.53,-84.13,46.4,2026-04-12,30.511955,86.969663
TEST_033694,airtel,4G,Ahmedabad,11.54,5.84,-74.73,46.47,2026-04-28,12.918633,95.841463
TEST_033695,airtel,5G,Lucknow,64.59,12.49,-97.83,36.01,2026-03-30,35.407756,91.706019
TEST_033696,airtel,5G,Pune,68.26,27.07,-68.17,44.16,2026-04-11,21.805852,93.944506
TEST_033697,jio,4G,Kolkata,38.49,6.53,-73.18,45.95,2026-04-02,16.1903,80.357161
TEST_033698,jio,4G,Lucknow,30.24,6.83,-103.13,35.19,2026-03-18,28.471411,82.752286
TEST_033699,vi,5G,Lucknow,84.22,25.62,-75.01,48.89,2026-05-25,25.902951,85.006862
TEST_033700,vi,4G,Lucknow,14.49,2.95,-67.63,37.07,2026-04-17,8.437813,78.172231
TEST_033701,airtel,4G,Bangalore,17.67,9.13,-77.12,44.74,2026-04-06,28.712935,74.632016
TEST_033702,vi,5G,Ahmedabad,39.37,15.69,-96.67,36.8,2026-05-29,18.453889,82.213223
TEST_033703,jio,5G,Hyderabad,83.55,22.28,-85.51,53.88,2026-05-18,35.284381,69.952213
TEST_033704,airtel,4G,Ahmedabad,20.55,8.14,-76.78,38.88,2026-03-10,35.958849,78.905835
TEST_033705,airtel,5G,Pune,80.4,37.14,-70.46,61.42,2026-05-22,27.407798,79.3269
TEST_033706,jio,5G,Delhi,118.44,28.81,-73.55,45.55,2026-03-27,25.442887,70.049375
TEST_033707,airtel,4G,Mumbai,14.89,10.8,-78.64,60.37,2026-05-01,15.910213,69.561414
TEST_033708,jio,5G,Ahmedabad,65.76,18.87,-84.62,46.87,2026-03-22,30.169809,83.052264
TEST_033709,jio,5G,Bangalore,59.68,28.5,-82.09,72.36,2026-05-22,10.161902,80.931128
TEST_033710,vi,4G,Jaipur,25.0,7.26,-96.98,78.37,2026-05-21,23.415922,80.165863
TEST_033711,vi,4G,Jaipur,20.48,6.1,-73.35,70.39,2026-05-25,11.596506,70.781141
TEST_033712,jio,4G,Mumbai,17.95,6.91,-80.84,41.43,2026-04-03,12.280049,86.51193
TEST_033713,jio,4G,Hyderabad,31.66,6.21,-94.98,51.89,2026-03-30,32.781282,86.333068
TEST_033714,airtel,5G,Jaipur,72.7,21.38,-74.47,57.53,2026-05-13,27.545907,79.097452
TEST_033715,airtel,4G,Delhi,24.05,7.61,-77.83,56.9,2026-04-18,25.167232,91.862915
TEST_033716,jio,5G,Pune,87.04,32.86,-60.0,38.48,2026-03-01,35.759558,85.749637
TEST_033717,jio,5G,Kolkata,107.95,33.38,-115.18,35.67,2026-05-02,19.255721,90.511733
TEST_033718,airtel,5G,Ahmedabad,125.67,19.62,-66.19,38.07,2026-04-06,19.570622,83.387814
TEST_033719,vi,5G,Delhi,65.14,14.69,-87.79,42.6,2026-05-22,20.513203,80.713205
TEST_033720,vi,4G,Kolkata,13.69,3.64,-91.85,42.54,2026-05-14,11.18298,82.555339
TEST_033721,vi,5G,Mumbai,45.38,10.92,-104.47,67.76,2026-04-09,16.876404,89.783034
TEST_033722,airtel,4G,Pune,21.28,4.89,-87.42,38.47,2026-05-08,30.264918,94.303074
TEST_033723,jio,5G,Mumbai,56.03,19.78,-82.26,51.76,2026-05-14,20.082524,73.184224
TEST_033724,jio,5G,Mumbai,145.76,29.59,-78.31,36.61,2026-05-14,11.377629,68.775443
TEST_033725,jio,5G,Lucknow,80.11,25.88,-73.63,63.15,2026-03-04,29.908981,76.51013
TEST_033726,jio,4G,Lucknow,20.36,9.77,-85.3,53.61,2026-04-17,8.156661,82.091245
TEST_033727,jio,4G,Hyderabad,13.75,9.81,-88.68,41.22,2026-04-18,34.960227,77.339903
TEST_033728,jio,5G,Mumbai,51.92,32.67,-107.91,46.92,2026-05-29,34.019635,93.089747
TEST_033729,jio,5G,Ahmedabad,44.84,22.44,-87.9,48.99,2026-03-27,22.166762,76.853803
TEST_033730,jio,4G,Delhi,11.3,10.81,-81.03,38.59,2026-05-08,16.217313,78.22763
TEST_033731,airtel,4G,Chennai,25.11,4.94,-83.65,40.07,2026-03-29,19.181345,87.486232
TEST_033732,jio,5G,Jaipur,60.5,17.54,-84.64,77.89,2026-05-03,32.984562,95.982286
TEST_033733,airtel,4G,Chennai,26.04,10.31,-99.87,59.23,2026-05-07,15.936106,71.518513
TEST_033734,vi,4G,Mumbai,22.92,4.04,-91.67,42.03,2026-03-20,13.731907,75.317809
TEST_033735,vi,4G,Jaipur,9.71,8.61,-86.2,57.0,2026-04-27,9.922794,82.363008
TEST_033736,jio,5G,Lucknow,56.43,26.13,-75.12,44.54,2026-04-01,25.262944,93.590366
TEST_033737,jio,5G,Pune,93.02,20.94,-94.45,49.81,2026-04-15,29.395926,92.293913
TEST_033738,vi,5G,Jaipur,44.88,19.8,-79.66,35.69,2026-03-01,23.130278,92.033052
TEST_033739,vi,4G,Mumbai,17.94,2.34,-80.19,44.57,2026-05-27,24.776693,81.538685
TEST_033740,jio,5G,Jaipur,81.91,32.67,-74.71,51.41,2026-04-05,27.495655,84.899268
TEST_033741,airtel,4G,Ahmedabad,26.53,7.83,-99.59,37.19,2026-05-07,15.962101,90.254709
TEST_033742,jio,5G,Ahmedabad,55.52,9.94,-106.95,42.96,2026-05-05,9.199796,76.355054
TEST_033743,jio,4G,Hyderabad,32.01,7.33,-76.33,40.67,2026-03-12,35.654433,94.551163
TEST_033744,jio,4G,Hyderabad,19.87,11.31,-90.72,40.39,2026-04-11,23.253675,89.093261
TEST_033745,airtel,5G,Ahmedabad,75.22,24.1,-84.6,36.55,2026-04-19,25.901647,76.04391
TEST_033746,airtel,4G,Bangalore,24.46,8.14,-80.85,50.67,2026-03-16,29.08221,88.053052
TEST_033747,airtel,4G,Jaipur,17.55,4.83,-91.84,75.17,2026-05-08,15.830115,80.805873
TEST_033748,airtel,5G,Jaipur,65.34,26.59,-85.59,36.53,2026-05-14,9.292614,71.974123
TEST_033749,airtel,4G,Ahmedabad,30.28,8.97,-85.76,43.83,2026-04-17,23.545432,94.456785
TEST_033750,jio,4G,Bangalore,33.96,4.57,-84.2,46.41,2026-03-28,21.249239,93.194764
TEST_033751,vi,5G,Kolkata,68.28,4.73,-95.55,43.14,2026-03-28,30.98609,71.371976
TEST_033752,vi,4G,Mumbai,12.36,5.89,-109.84,44.94,2026-05-07,22.68525,81.65775
TEST_033753,jio,5G,Bangalore,75.92,32.14,-86.95,49.05,2026-03-30,33.481683,93.251534
TEST_033754,airtel,4G,Mumbai,10.71,3.93,-88.4,82.58,2026-05-16,28.036654,87.911783
TEST_033755,airtel,5G,Mumbai,94.14,20.63,-87.35,66.35,2026-04-07,27.448167,88.451299
TEST_033756,airtel,5G,Bangalore,101.5,22.4,-97.73,49.91,2026-03-20,24.466627,95.43514
TEST_033757,airtel,5G,Mumbai,57.45,10.88,-82.85,40.94,2026-03-16,19.881161,94.23721
TEST_033758,airtel,5G,Mumbai,97.43,18.69,-90.33,65.07,2026-04-01,16.671692,81.572694
TEST_033759,airtel,5G,Chennai,106.35,27.13,-83.65,35.34,2026-03-18,32.2208,87.880346
TEST_033760,vi,4G,Lucknow,20.25,7.31,-69.76,53.16,2026-03-21,19.598299,84.235638
TEST_033761,vi,4G,Kolkata,12.41,7.43,-82.62,69.26,2026-05-30,15.158302,86.035935
TEST_033762,vi,5G,Kolkata,46.69,13.91,-61.52,56.22,2026-03-14,21.681338,95.885958
TEST_033763,airtel,4G,Jaipur,19.04,3.97,-82.76,63.82,2026-04-01,18.147178,93.749804
TEST_033764,jio,4G,Lucknow,28.36,7.7,-73.51,36.02,2026-03-01,21.6892,93.498049
TEST_033765,vi,5G,Ahmedabad,75.62,15.07,-83.82,36.18,2026-03-30,9.585856,95.341819
TEST_033766,airtel,5G,Delhi,31.08,19.43,-76.51,39.37,2026-03-06,12.031957,92.210657
TEST_033767,vi,5G,Chennai,57.01,17.93,-95.91,41.12,2026-05-17,18.390335,68.562997
TEST_033768,vi,5G,Mumbai,60.62,15.91,-81.91,48.37,2026-04-14,15.261217,71.276079
TEST_033769,airtel,4G,Ahmedabad,10.41,8.15,-91.11,45.05,2026-03-10,29.475266,87.118106
TEST_033770,airtel,5G,Delhi,89.56,32.21,-68.71,40.94,2026-03-07,34.853264,92.39852
TEST_033771,jio,4G,Delhi,26.93,5.66,-77.26,51.85,2026-04-22,29.360442,93.409209
TEST_033772,vi,4G,Mumbai,27.1,5.97,-85.9,37.34,2026-05-15,22.574242,81.255866
TEST_033773,vi,5G,Ahmedabad,43.85,17.99,-74.41,44.33,2026-05-03,11.122999,82.688006
TEST_033774,vi,4G,Ahmedabad,11.47,9.86,-85.27,50.5,2026-04-05,26.518849,89.402167
TEST_033775,airtel,4G,Chennai,28.9,10.22,-68.6,52.6,2026-04-18,17.11364,91.579772
TEST_033776,jio,5G,Delhi,86.88,14.07,-89.23,53.44,2026-05-18,8.392589,95.846585
TEST_033777,vi,4G,Mumbai,16.7,4.72,-84.36,54.03,2026-05-19,35.144916,94.508178
TEST_033778,jio,4G,Pune,26.19,4.47,-78.24,36.55,2026-03-19,17.365477,95.582388
TEST_033779,jio,5G,Delhi,59.78,30.55,-83.51,55.11,2026-03-29,23.507925,85.20229
TEST_033780,airtel,5G,Lucknow,91.91,26.14,-74.04,62.13,2026-03-14,26.337364,79.354182
TEST_033781,jio,4G,Chennai,25.8,7.35,-91.77,37.56,2026-05-09,8.143054,86.768294
TEST_033782,vi,4G,Chennai,19.39,7.89,-78.7,44.63,2026-05-07,18.162438,87.159379
TEST_033783,vi,5G,Kolkata,78.11,13.43,-90.54,71.42,2026-03-14,26.782819,90.778973
TEST_033784,airtel,4G,Mumbai,22.4,10.07,-94.19,38.22,2026-03-05,21.791475,72.701861
TEST_033785,jio,5G,Chennai,61.34,20.84,-88.79,62.66,2026-04-11,28.608438,76.301803
TEST_033786,vi,5G,Bangalore,53.13,12.08,-71.8,37.07,2026-05-16,21.950516,91.146492
TEST_033787,vi,4G,Hyderabad,19.21,7.93,-79.15,65.88,2026-05-24,26.788178,74.453924
TEST_033788,vi,5G,Lucknow,15.95,10.86,-93.95,64.33,2026-05-17,29.846575,93.700584
TEST_033789,jio,4G,Ahmedabad,30.22,5.25,-98.41,47.28,2026-04-07,30.113211,85.709684
TEST_033790,jio,5G,Chennai,102.9,19.12,-78.73,39.2,2026-04-12,25.440007,91.488147
TEST_033791,airtel,4G,Bangalore,11.64,8.13,-87.34,44.41,2026-05-05,8.286007,74.481925
TEST_033792,jio,5G,Mumbai,57.59,30.17,-86.2,36.9,2026-03-21,24.355312,77.704473
TEST_033793,airtel,4G,Delhi,34.37,3.65,-82.29,55.41,2026-04-01,12.617106,68.011554
TEST_033794,jio,4G,Jaipur,18.17,6.91,-88.03,84.49,2026-03-14,31.989928,78.152765
TEST_033795,jio,4G,Chennai,25.82,6.58,-97.65,37.8,2026-03-18,18.318256,84.314357
TEST_033796,jio,5G,Jaipur,69.63,27.52,-96.75,41.82,2026-04-05,14.461372,77.414971
TEST_033797,jio,4G,Ahmedabad,13.05,8.4,-86.77,50.03,2026-04-09,17.409106,93.04598
TEST_033798,jio,5G,Ahmedabad,53.67,13.82,-87.16,56.82,2026-03-08,31.159294,84.489612
TEST_033799,airtel,5G,Mumbai,59.46,14.25,-111.48,38.08,2026-04-18,8.373027,87.664178
TEST_033800,airtel,4G,Ahmedabad,25.13,5.32,-72.7,57.22,2026-05-21,22.306663,71.766105
TEST_033801,jio,5G,Ahmedabad,123.26,17.05,-86.09,46.85,2026-05-18,24.095256,79.497539
