test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude,quality_score
TEST_041710,vi,5G,Mumbai,82.15,27.29,-106.55,80.81,2026-04-30,16.2817,70.999793,57.13
TEST_041743,airtel,5G,Mumbai,62.02,22.16,-85.86,37.26,2026-03-04,10.5601,91.015926,85.51
TEST_041747,jio,4G,Mumbai,31.16,6.01,-109.12,38.77,2026-03-20,24.692047,92.794575,63.04
TEST_041764,vi,5G,Mumbai,65.92,8.13,-77.67,46.66,2026-05-19,29.133331,87.38367,73.71
TEST_041788,airtel,4G,Mumbai,26.18,8.4,-78.03,40.83,2026-05-26,30.940029,69.171272,70.68
TEST_041800,vi,4G,Mumbai,19.86,3.01,-79.89,36.43,2026-04-22,22.556885,95.66387,72.32
TEST_041834,vi,4G,Mumbai,24.92,6.22,-76.64,65.6,2026-04-28,29.343375,91.485827,52.29
TEST_041838,jio,4G,Mumbai,16.54,10.49,-79.21,59.02,2026-04-12,10.292463,82.867242,54.41
TEST_041851,jio,4G,Mumbai,28.99,9.0,-94.91,59.7,2026-05-06,25.451533,85.198789,51.04
TEST_041853,jio,5G,Mumbai,103.46,42.58,-84.73,39.72,2026-05-24,15.254543,69.79082,99.37
TEST_041856,jio,5G,Mumbai,67.23,16.46,-60.0,36.06,2026-03-02,34.715506,72.874686,94.92
TEST_041863,jio,4G,Mumbai,21.98,11.19,-84.13,59.83,2026-05-23,31.04246,94.481562,53.79
TEST_041870,vi,5G,Mumbai,65.2,16.63,-74.49,75.81,2026-05-22,28.591528,77.117264,61.77
TEST_041889,vi,4G,Mumbai,11.79,6.31,-66.67,39.05,2026-04-29,19.953442,77.711747,72.63
TEST_041890,vi,5G,Mumbai,62.58,21.85,-89.01,55.29,2026-05-19,13.055402,85.182879,67.73
TEST_041891,vi,4G,Mumbai,10.29,5.08,-87.82,55.81,2026-05-01,20.735725,83.644821,50.07
TEST_041896,jio,5G,Mumbai,98.87,19.49,-94.45,53.83,2026-04-28,33.433779,69.905918,74.09
TEST_041905,jio,5G,Mumbai,57.77,32.4,-97.79,39.77,2026-05-21,29.352736,68.758996,81.09
TEST_041956,airtel,5G,Mumbai,72.16,35.59,-96.44,42.92,2026-05-14,29.710981,94.579515,82.38
TEST_041967,airtel,4G,Mumbai,32.18,6.6,-67.59,35.08,2026-05-07,24.830356,85.300227,82.47
TEST_041971,jio,5G,Mumbai,70.68,26.07,-88.21,54.65,2026-05-25,24.838296,90.407909,71.74
TEST_041987,vi,5G,Mumbai,85.96,18.2,-65.52,47.79,2026-03-01,33.334698,85.404214,84.91
TEST_041991,jio,5G,Mumbai,75.61,21.32,-80.12,42.41,2026-04-03,18.237564,86.081987,83.95
TEST_041994,vi,5G,Mumbai,76.04,12.81,-112.66,55.97,2026-05-16,28.330137,81.613063,59.14
TEST_042002,jio,5G,Mumbai,105.53,33.91,-100.54,62.49,2026-04-08,27.048399,80.337506,73.8
TEST_042006,airtel,5G,Mumbai,72.67,20.06,-68.26,36.04,2026-05-27,19.129212,83.024767,94.71
TEST_042009,jio,4G,Mumbai,24.64,7.6,-87.05,56.62,2026-04-25,26.585368,74.847638,53.94
TEST_042017,jio,5G,Mumbai,83.07,17.89,-98.66,41.41,2026-05-29,15.147771,76.862327,79.27
TEST_042019,airtel,5G,Mumbai,76.64,34.31,-77.55,35.86,2026-03-26,14.79248,68.034021,97.93
TEST_042031,jio,5G,Mumbai,74.23,33.04,-86.72,73.67,2026-04-05,35.236833,74.559766,66.4
TEST_042040,vi,5G,Mumbai,56.96,18.0,-108.19,71.7,2026-03-21,21.064542,86.395851,50.67
TEST_042045,airtel,5G,Mumbai,87.79,22.27,-77.15,69.15,2026-03-07,27.12938,85.279738,70.43
TEST_042047,airtel,4G,Mumbai,12.79,4.94,-75.7,40.77,2026-03-05,19.361946,85.465359,67.29
TEST_042100,jio,5G,Mumbai,41.08,22.29,-81.59,45.66,2026-03-05,22.264521,90.077398,72.91
TEST_042106,vi,5G,Mumbai,47.09,26.36,-85.37,44.3,2026-04-12,9.904884,71.448084,75.75
TEST_042126,vi,4G,Mumbai,15.63,6.03,-70.83,45.08,2026-05-28,35.473084,76.162164,65.46
TEST_042137,jio,5G,Mumbai,60.85,31.77,-66.41,61.06,2026-05-26,14.839495,76.624215,75.17
TEST_042138,vi,4G,Mumbai,26.15,2.42,-73.68,37.7,2026-05-24,18.241526,69.800563,73.82
TEST_042146,airtel,4G,Mumbai,25.17,8.16,-76.24,37.93,2026-03-09,13.80883,72.733876,74.53
TEST_042151,jio,4G,Mumbai,18.64,6.01,-104.5,38.55,2026-03-25,20.498693,81.611708,62.07
TEST_042152,airtel,5G,Mumbai,52.96,23.25,-79.38,40.93,2026-03-16,28.701821,83.758206,81.47
TEST_042154,vi,4G,Mumbai,15.83,3.49,-89.41,49.6,2026-04-24,30.453547,81.44076,54.52
TEST_042163,airtel,4G,Mumbai,28.35,5.45,-79.03,47.89,2026-04-07,31.92847,77.64408,62.86
TEST_042181,airtel,5G,Mumbai,80.0,11.57,-87.35,64.49,2026-04-06,24.990751,71.163348,63.44
TEST_042182,jio,4G,Mumbai,24.15,7.5,-80.36,35.4,2026-05-15,17.178871,91.942141,76.26
TEST_042196,jio,5G,Mumbai,68.33,27.14,-94.35,46.56,2026-03-11,33.723515,73.832967,75.67
TEST_042198,airtel,4G,Mumbai,20.54,8.81,-81.69,39.42,2026-03-29,31.22819,89.266754,70.02
TEST_042203,jio,4G,Mumbai,23.69,7.28,-89.11,40.0,2026-04-06,11.407212,92.721267,67.0
TEST_042206,vi,5G,Mumbai,64.37,23.36,-102.64,43.34,2026-04-22,26.712609,83.417826,73.71
TEST_042235,vi,4G,Mumbai,23.48,4.71,-78.13,68.63,2026-03-01,8.971032,75.212378,49.62
TEST_042250,airtel,4G,Mumbai,28.53,7.07,-83.71,43.82,2026-03-06,31.654712,69.420135,65.64
TEST_042287,airtel,5G,Mumbai,69.39,22.82,-104.21,38.73,2026-05-05,22.531583,77.62759,79.34
TEST_042294,vi,4G,Mumbai,16.25,5.93,-61.24,41.61,2026-04-10,17.68243,95.812137,72.3
TEST_042299,airtel,4G,Mumbai,22.0,8.05,-81.5,74.69,2026-03-14,16.465565,87.018363,47.08
TEST_042303,airtel,4G,Mumbai,17.94,4.77,-80.96,56.01,2026-04-02,14.645353,68.150376,53.82
TEST_042304,airtel,4G,Mumbai,24.62,9.3,-72.52,40.4,2026-05-06,24.167578,72.1962,73.0
TEST_042310,vi,4G,Mumbai,5.2,7.91,-83.53,37.68,2026-04-17,16.803764,88.920771,67.89
TEST_042312,vi,5G,Mumbai,53.22,9.32,-85.48,53.28,2026-04-13,20.983255,86.672198,63.59
TEST_042313,airtel,5G,Mumbai,87.86,15.33,-95.43,58.88,2026-03-10,22.538491,72.053034,66.73
TEST_042318,jio,4G,Mumbai,26.69,7.97,-88.47,45.48,2026-04-19,33.251926,78.39206,62.38
TEST_042326,vi,4G,Mumbai,21.3,8.75,-77.61,39.63,2026-05-10,20.890315,87.761676,71.27
TEST_042339,jio,4G,Mumbai,34.74,8.52,-74.79,35.15,2026-05-07,22.467803,95.301978,81.23
TEST_042344,airtel,4G,Mumbai,19.68,5.18,-86.56,55.66,2026-03-22,9.283421,69.652711,52.71
TEST_042345,airtel,5G,Mumbai,70.4,21.52,-104.25,37.06,2026-04-05,19.271986,80.05963,81.29
TEST_042358,vi,5G,Mumbai,59.17,20.63,-83.6,85.73,2026-04-01,16.229962,84.067029,55.86
TEST_042365,jio,4G,Mumbai,23.6,8.65,-73.99,49.83,2026-04-28,21.947866,69.886375,63.08
TEST_042372,airtel,4G,Mumbai,23.45,4.2,-102.64,45.45,2026-03-06,34.995249,76.804724,55.59
TEST_042376,airtel,4G,Mumbai,26.4,4.98,-74.08,45.48,2026-05-24,12.630031,70.203636,66.02
TEST_042405,jio,5G,Mumbai,61.13,41.76,-86.38,41.18,2026-05-05,25.649356,92.172823,87.39
TEST_042411,vi,4G,Mumbai,11.44,6.72,-83.78,40.02,2026-04-20,26.227602,79.155474,65.82
TEST_042425,jio,4G,Mumbai,11.88,9.46,-71.4,64.84,2026-03-22,17.507621,91.339418,52.66
TEST_042438,airtel,5G,Mumbai,85.54,25.22,-87.77,58.46,2026-05-25,32.980613,78.74526,72.59
TEST_042459,vi,5G,Mumbai,41.8,16.89,-78.61,39.4,2026-05-01,21.423475,83.510691,78.74
TEST_042480,vi,5G,Mumbai,82.54,17.65,-89.84,49.38,2026-03-09,25.52846,82.328808,74.54
TEST_042482,jio,5G,Mumbai,105.74,18.76,-83.03,40.99,2026-03-29,35.49912,68.594251,90.32
TEST_042485,jio,5G,Mumbai,95.85,35.59,-82.54,88.77,2026-04-20,30.029674,90.364746,69.03
TEST_042488,airtel,4G,Mumbai,19.18,6.76,-94.4,42.18,2026-04-18,14.595229,72.384249,61.58
TEST_042491,vi,4G,Mumbai,22.72,6.95,-97.91,45.0,2026-04-12,16.920452,81.900353,58.42
TEST_042506,jio,4G,Mumbai,21.22,9.89,-83.22,65.35,2026-03-24,14.934095,78.347054,50.72
TEST_042516,vi,5G,Mumbai,70.13,16.64,-67.17,40.47,2026-05-30,17.137739,92.91123,87.5
TEST_042522,airtel,4G,Mumbai,18.18,9.04,-87.1,82.73,2026-04-12,29.458555,95.928733,42.18
TEST_042538,airtel,5G,Mumbai,62.36,35.12,-90.07,46.08,2026-05-07,10.628452,72.976968,79.09
TEST_042540,jio,4G,Mumbai,13.46,9.73,-69.5,43.34,2026-04-25,20.708993,69.472756,68.47
TEST_042548,vi,5G,Mumbai,39.55,28.6,-85.01,42.91,2026-05-25,34.59783,83.78419,76.4
TEST_042598,jio,4G,Mumbai,22.62,8.61,-100.5,63.98,2026-04-16,17.979988,95.513736,45.44
TEST_042606,jio,5G,Mumbai,72.16,23.28,-90.58,40.93,2026-05-30,19.36509,69.511396,82.03
TEST_042610,vi,4G,Mumbai,12.97,4.32,-83.74,50.99,2026-05-04,13.655325,69.424626,55.01
TEST_042615,airtel,5G,Mumbai,88.41,23.92,-87.56,46.7,2026-03-08,21.840721,75.091281,81.12
TEST_042616,jio,5G,Mumbai,78.72,13.61,-87.71,60.72,2026-05-07,11.480867,71.542548,65.64
TEST_042629,jio,5G,Mumbai,85.7,31.13,-79.56,36.63,2026-04-30,20.158757,72.658604,97.02
TEST_042635,vi,4G,Mumbai,13.9,3.83,-74.58,45.24,2026-03-13,31.002152,77.969975,62.88
TEST_042645,vi,4G,Mumbai,22.34,7.29,-94.29,38.37,2026-04-29,28.455389,93.243478,66.99
TEST_042646,vi,4G,Mumbai,13.67,7.59,-104.75,60.34,2026-05-04,13.99167,74.418992,43.49
TEST_042658,jio,4G,Mumbai,24.19,7.04,-84.97,91.6,2026-05-29,18.502647,87.259171,41.22
TEST_042669,airtel,5G,Mumbai,67.43,16.3,-101.8,38.43,2026-05-30,15.122232,73.162265,77.73
TEST_042672,airtel,4G,Mumbai,22.06,6.83,-90.42,50.08,2026-04-11,34.251581,88.181617,56.41
TEST_042694,airtel,5G,Mumbai,72.6,30.37,-75.22,53.14,2026-05-13,23.095337,75.159788,79.06
TEST_042697,vi,4G,Mumbai,17.76,6.08,-89.18,61.28,2026-05-09,11.788464,87.303537,48.55
TEST_042700,airtel,5G,Mumbai,46.08,20.27,-94.32,56.01,2026-03-02,19.084917,68.240341,61.26
TEST_042715,jio,4G,Mumbai,16.1,9.77,-104.1,38.68,2026-03-09,33.543551,70.584818,62.83
TEST_042752,airtel,5G,Mumbai,53.09,23.78,-120.0,95.05,2026-04-20,11.92976,84.103265,41.28
TEST_042757,vi,5G,Mumbai,60.82,22.78,-109.04,61.4,2026-04-19,34.433751,80.491241,57.52
TEST_042758,airtel,5G,Mumbai,59.76,27.54,-71.14,45.47,2026-03-04,24.236932,90.0519,82.63
TEST_042761,airtel,5G,Mumbai,67.11,7.67,-85.96,47.27,2026-03-25,35.053453,70.913068,70.51
TEST_042770,jio,4G,Mumbai,29.14,9.03,-84.2,35.97,2026-05-02,23.198445,73.494803,75.8
TEST_042780,airtel,4G,Mumbai,11.52,8.94,-77.88,48.11,2026-03-14,13.372193,94.332852,60.58
TEST_042792,jio,5G,Mumbai,108.07,27.0,-80.49,35.03,2026-03-03,19.22396,80.776818,102.55
TEST_042800,airtel,4G,Mumbai,29.32,7.14,-107.63,52.98,2026-05-15,18.88389,80.368604,50.3
TEST_042801,jio,5G,Mumbai,84.71,25.12,-87.47,42.22,2026-05-24,34.520975,81.88683,85.1
TEST_042812,vi,5G,Mumbai,48.09,18.56,-95.52,41.49,2026-03-30,22.905989,89.027515,72.68
TEST_042818,jio,5G,Mumbai,101.66,22.31,-60.91,46.6,2026-05-06,20.669844,91.718834,92.46
TEST_042819,jio,5G,Mumbai,74.6,37.6,-65.0,46.55,2026-03-28,35.168282,89.459483,90.66
TEST_042836,vi,4G,Mumbai,23.72,6.56,-90.54,36.62,2026-05-28,12.908448,75.241137,70.65
TEST_042848,jio,5G,Mumbai,71.99,39.73,-73.93,45.89,2026-05-01,28.915717,87.025182,88.46
TEST_042850,airtel,5G,Mumbai,77.66,25.62,-60.0,63.01,2026-03-01,27.448408,93.378064,77.84
TEST_042869,vi,5G,Mumbai,40.25,13.13,-82.43,45.46,2026-05-27,18.727282,76.277497,69.3
TEST_042899,vi,4G,Mumbai,17.37,3.71,-60.0,74.01,2026-03-22,29.047796,85.529562,51.88
TEST_042911,airtel,4G,Mumbai,14.95,5.57,-91.71,38.55,2026-03-16,28.94118,86.231488,65.35
TEST_042912,airtel,4G,Mumbai,27.67,4.16,-94.72,37.74,2026-03-06,18.58356,70.304112,67.73
TEST_042923,vi,5G,Mumbai,52.94,21.26,-95.01,37.77,2026-03-09,33.132522,82.658978,79.42
TEST_042924,jio,4G,Mumbai,11.38,13.58,-74.2,36.92,2026-05-03,15.360405,94.83571,75.47
TEST_042932,jio,5G,Mumbai,93.37,24.03,-98.26,40.76,2026-05-04,31.89218,93.554005,84.66
TEST_042937,vi,5G,Mumbai,65.48,25.2,-84.11,75.12,2026-04-27,33.494068,80.02724,61.97
TEST_042947,vi,4G,Mumbai,17.25,6.36,-70.44,46.29,2026-03-17,21.918738,73.978463,64.96
TEST_042948,jio,5G,Mumbai,110.46,27.36,-69.52,45.83,2026-03-16,27.918966,85.055227,94.07
TEST_042954,jio,5G,Mumbai,70.46,22.79,-97.12,38.43,2026-04-06,27.086614,72.305554,82.32
TEST_042964,jio,4G,Mumbai,39.24,11.39,-94.48,65.63,2026-05-09,32.102374,75.871707,51.4
TEST_042970,vi,4G,Mumbai,11.37,7.87,-82.38,56.26,2026-03-06,23.863245,69.011843,52.86
TEST_042971,airtel,4G,Mumbai,28.2,11.0,-83.03,37.84,2026-05-29,25.005955,82.206105,74.09
TEST_042981,vi,5G,Mumbai,46.85,28.24,-82.0,54.27,2026-04-29,31.766963,78.791908,69.54
TEST_042995,vi,5G,Mumbai,45.77,16.93,-75.78,50.62,2026-04-21,21.649755,70.721795,69.82
TEST_043011,airtel,4G,Mumbai,10.88,11.22,-100.49,46.71,2026-05-12,10.116826,90.81326,54.92
TEST_043012,jio,5G,Mumbai,120.28,19.2,-77.58,39.24,2026-05-15,19.340221,86.047679,97.6
TEST_043015,airtel,5G,Mumbai,65.21,19.98,-92.85,38.59,2026-03-23,32.024139,90.668018,81.34
TEST_043018,airtel,4G,Mumbai,32.27,6.58,-82.37,42.46,2026-04-22,30.737333,78.911322,68.14
TEST_043019,jio,5G,Mumbai,67.1,31.94,-88.45,50.43,2026-03-31,28.917447,72.915357,75.94
TEST_043023,vi,5G,Mumbai,61.72,13.13,-66.59,66.86,2026-04-24,26.09543,84.641214,65.79
TEST_043031,jio,5G,Mumbai,106.04,31.4,-84.98,70.29,2026-03-12,12.642573,78.981833,74.74
TEST_043042,vi,4G,Mumbai,13.81,6.53,-94.32,67.45,2026-03-03,16.051611,76.057211,43.22
TEST_043043,vi,5G,Mumbai,107.3,21.25,-103.73,40.67,2026-03-02,17.482629,88.326344,85.03
TEST_043050,airtel,5G,Mumbai,42.78,25.21,-108.17,50.05,2026-03-25,14.328239,71.685481,61.8
TEST_043054,vi,5G,Mumbai,59.97,19.7,-71.39,38.43,2026-03-21,19.518343,93.262415,87.43
TEST_043066,airtel,5G,Mumbai,63.12,31.61,-116.52,57.05,2026-04-07,32.62088,94.586515,61.14
TEST_043069,airtel,4G,Mumbai,20.63,9.96,-81.15,38.58,2026-05-04,30.500833,78.838819,71.69
TEST_043091,jio,4G,Mumbai,41.92,1.67,-76.1,60.93,2026-04-26,34.538356,73.957535,56.87
TEST_043094,jio,5G,Mumbai,65.68,31.41,-60.0,54.74,2026-03-16,28.51686,73.250102,81.91
TEST_043104,airtel,5G,Mumbai,69.81,12.39,-89.51,65.42,2026-04-21,22.068256,76.167747,60.32
TEST_043120,jio,5G,Mumbai,57.85,27.62,-82.59,55.18,2026-04-11,23.476028,91.940348,70.98
TEST_043134,jio,4G,Mumbai,22.24,7.66,-66.86,43.95,2026-05-19,18.724009,73.911899,69.94
TEST_043147,jio,5G,Mumbai,85.1,21.18,-79.22,47.77,2026-03-29,17.220188,77.983322,81.25
TEST_043151,airtel,4G,Mumbai,22.54,7.75,-88.3,35.75,2026-03-08,29.229752,76.834761,72.82
TEST_043153,airtel,5G,Mumbai,89.67,20.39,-99.82,63.63,2026-04-19,33.965913,79.037685,65.05
TEST_043158,jio,4G,Mumbai,41.85,11.59,-69.04,41.24,2026-04-14,10.619494,93.775295,77.86
TEST_043164,airtel,5G,Mumbai,35.3,26.51,-82.68,35.79,2026-03-24,14.230004,70.696665,84.29
TEST_043166,jio,5G,Mumbai,100.33,29.33,-96.69,36.16,2026-04-10,11.657314,80.81342,94.58
TEST_043177,jio,5G,Mumbai,63.61,26.74,-93.12,60.04,2026-05-23,10.412425,84.886991,65.6
TEST_043195,airtel,5G,Mumbai,30.91,15.61,-91.9,42.25,2026-03-03,21.402593,90.234326,68.16
TEST_043203,jio,4G,Mumbai,25.59,8.71,-80.38,48.07,2026-05-22,33.08756,92.285092,62.83
TEST_043218,jio,4G,Mumbai,22.29,7.06,-82.23,50.28,2026-03-01,17.552509,93.161841,59.12
TEST_043227,jio,4G,Mumbai,13.26,7.65,-89.41,56.23,2026-04-14,23.25395,89.577764,50.87
TEST_043228,jio,5G,Mumbai,52.83,15.77,-74.95,45.88,2026-05-01,16.17115,86.454908,75.17
TEST_043230,jio,5G,Mumbai,81.1,24.17,-89.24,46.86,2026-04-02,34.1202,87.61094,78.88
TEST_043238,vi,5G,Mumbai,20.43,20.33,-88.62,38.67,2026-04-29,33.629043,78.085816,72.8
TEST_043248,jio,5G,Mumbai,145.0,22.86,-86.18,57.73,2026-04-27,17.716237,87.625589,85.93
TEST_043259,vi,4G,Mumbai,21.91,9.17,-88.06,45.45,2026-04-09,26.850639,93.344117,61.91
TEST_043268,vi,4G,Mumbai,16.46,2.09,-94.9,41.99,2026-05-01,29.411708,77.722895,59.31
TEST_043270,vi,5G,Mumbai,70.54,9.16,-91.59,78.39,2026-03-28,13.420713,93.509505,53.7
TEST_043275,jio,4G,Mumbai,33.83,6.3,-106.37,46.04,2026-05-18,20.537624,82.816706,56.88
TEST_043292,jio,5G,Mumbai,105.7,32.98,-86.49,36.96,2026-04-23,9.369575,72.594813,99.37
TEST_043300,airtel,4G,Mumbai,32.96,9.13,-76.79,40.36,2026-03-07,24.459909,74.68394,73.41
TEST_043314,airtel,4G,Mumbai,2.52,6.6,-72.75,37.97,2026-04-03,29.59913,93.541745,70.03
TEST_043317,airtel,5G,Mumbai,100.7,9.73,-72.43,45.31,2026-03-25,26.096459,90.508605,85.01
TEST_043320,airtel,5G,Mumbai,76.37,18.03,-60.0,45.94,2026-05-09,13.838994,68.584057,86.16
TEST_043345,airtel,4G,Mumbai,30.39,4.78,-87.07,43.1,2026-05-27,31.970438,76.778221,64.83
TEST_043354,vi,4G,Mumbai,19.87,6.12,-87.51,39.33,2026-05-08,19.111961,91.878926,67.07
TEST_043363,jio,4G,Mumbai,21.57,11.18,-98.02,40.24,2026-05-16,14.397025,73.15108,64.69
TEST_043389,vi,5G,Mumbai,67.44,1.0,-89.71,46.87,2026-04-02,13.956166,78.574753,67.26
TEST_043399,jio,5G,Mumbai,111.36,20.41,-71.43,36.0,2026-03-21,26.074785,85.834351,102.46
TEST_043407,airtel,5G,Mumbai,47.08,19.41,-89.5,54.65,2026-03-24,20.969642,79.937117,63.64
TEST_043411,vi,5G,Mumbai,62.31,14.7,-83.24,70.8,2026-03-22,35.942268,74.103735,59.32
TEST_043413,airtel,4G,Mumbai,29.68,11.37,-60.22,40.74,2026-04-29,17.121509,92.549841,78.58
TEST_043429,vi,5G,Mumbai,97.01,12.09,-81.02,52.16,2026-05-19,8.408912,83.492667,76.61
TEST_043461,airtel,4G,Mumbai,24.23,9.15,-88.25,54.25,2026-04-19,32.564003,90.026488,55.5
TEST_043466,airtel,4G,Mumbai,27.52,3.77,-82.81,35.26,2026-03-27,10.287942,87.120309,75.05
TEST_043488,jio,4G,Mumbai,35.69,7.3,-112.24,65.32,2026-05-29,10.760337,78.40629,43.34
TEST_043515,jio,5G,Mumbai,95.43,21.66,-89.1,52.22,2026-05-07,11.032804,70.536037,77.0
TEST_043537,vi,4G,Mumbai,18.62,6.15,-82.54,53.24,2026-05-30,18.728503,94.600987,55.74
TEST_043546,airtel,5G,Mumbai,99.94,22.63,-89.97,37.8,2026-05-23,26.000124,81.699132,92.03
TEST_043550,jio,5G,Mumbai,92.49,26.88,-69.59,41.63,2026-05-01,9.881506,84.450036,94.08
TEST_043559,jio,4G,Mumbai,28.97,8.84,-97.04,43.94,2026-03-24,9.349917,94.431168,61.82
TEST_043595,jio,4G,Mumbai,31.84,10.49,-99.02,37.43,2026-05-03,29.400501,75.033163,69.94
TEST_043604,airtel,4G,Mumbai,24.65,3.12,-80.87,41.93,2026-05-30,18.317321,75.907642,66.25
TEST_043609,airtel,5G,Mumbai,85.81,17.72,-78.39,63.04,2026-03-10,31.185098,88.371575,70.65
TEST_043615,vi,4G,Mumbai,12.75,3.58,-90.54,45.4,2026-03-19,10.152866,92.74988,57.06
TEST_043620,jio,5G,Mumbai,60.94,16.93,-78.6,54.85,2026-04-29,13.817771,74.427205,69.33
TEST_043626,jio,5G,Mumbai,85.69,13.92,-78.97,37.42,2026-03-13,15.755134,92.841485,89.87
TEST_043640,jio,5G,Mumbai,94.11,17.36,-81.84,53.09,2026-03-31,19.853036,89.758029,76.96
TEST_043642,jio,4G,Mumbai,33.29,8.5,-60.0,48.25,2026-03-17,32.23315,89.863176,71.11
TEST_043648,airtel,5G,Mumbai,65.98,19.61,-64.21,51.16,2026-05-04,34.655155,80.782139,78.75
TEST_043662,vi,5G,Mumbai,58.4,19.9,-67.57,35.95,2026-03-14,13.308744,89.953824,91.83
TEST_043683,airtel,4G,Mumbai,14.77,5.54,-91.58,64.82,2026-04-12,10.068436,83.887369,45.16
TEST_043705,airtel,5G,Mumbai,76.19,19.53,-90.2,67.08,2026-05-23,18.273361,74.938342,63.37
TEST_043714,vi,5G,Mumbai,49.0,25.84,-101.53,54.86,2026-05-02,22.823295,87.048925,62.25
TEST_043733,airtel,5G,Mumbai,113.51,31.83,-93.6,74.3,2026-04-03,20.503664,69.484767,72.2
TEST_043739,airtel,5G,Mumbai,46.56,24.24,-112.65,57.51,2026-03-30,25.927518,71.087451,55.8
TEST_043746,jio,5G,Mumbai,94.07,22.58,-91.09,59.08,2026-05-15,29.15999,78.457761,72.08
TEST_043750,airtel,4G,Mumbai,19.84,6.53,-74.68,54.42,2026-04-03,22.127993,70.610315,57.98
TEST_043777,jio,4G,Mumbai,38.7,4.93,-84.96,36.56,2026-05-28,12.830748,79.484382,75.34
TEST_043817,jio,5G,Mumbai,49.63,21.16,-103.79,35.42,2026-03-13,12.129979,69.973085,79.05
TEST_043821,vi,5G,Mumbai,66.98,16.33,-88.89,71.61,2026-05-14,13.815724,84.150188,58.76
TEST_043829,vi,5G,Mumbai,59.86,14.79,-96.16,40.56,2026-03-16,9.290649,89.267667,74.77
TEST_043845,airtel,4G,Mumbai,21.71,7.37,-84.64,42.21,2026-03-12,18.147034,78.249791,65.58
TEST_043847,airtel,5G,Mumbai,86.89,23.9,-78.67,42.66,2026-05-06,10.931874,77.011213,87.61
TEST_043852,jio,4G,Mumbai,11.76,6.14,-84.89,40.28,2026-04-11,28.050643,68.000648,65.0
TEST_043857,airtel,5G,Mumbai,108.14,19.06,-84.46,48.55,2026-05-13,34.639244,90.91242,83.22
TEST_043866,airtel,5G,Mumbai,59.49,17.99,-97.28,45.91,2026-04-04,15.906027,88.032151,69.99
TEST_043871,jio,5G,Mumbai,101.36,32.77,-84.53,42.35,2026-04-24,16.536982,92.711564,92.43
TEST_043887,airtel,4G,Mumbai,26.75,9.4,-93.47,74.98,2026-03-09,11.751057,82.837834,44.54
TEST_043894,airtel,5G,Mumbai,88.1,22.98,-87.26,39.28,2026-05-24,26.757072,81.450827,88.53
TEST_043902,vi,4G,Mumbai,29.48,8.48,-79.82,44.16,2026-04-04,18.029113,93.79676,67.32
TEST_043907,vi,5G,Mumbai,67.46,24.18,-90.85,42.01,2026-03-13,25.526676,76.055695,80.02
TEST_043913,jio,4G,Mumbai,33.91,10.77,-76.37,41.85,2026-05-22,26.368235,85.24532,72.68
TEST_043953,jio,5G,Mumbai,69.29,17.59,-88.06,45.59,2026-05-10,9.392576,83.219884,75.39
TEST_043961,airtel,5G,Mumbai,36.84,28.65,-82.76,54.38,2026-05-08,18.524803,83.209813,67.13
TEST_043969,airtel,5G,Mumbai,90.69,23.9,-84.41,44.0,2026-04-09,17.392227,70.768707,85.18
TEST_043984,jio,5G,Mumbai,64.69,18.95,-92.5,73.24,2026-05-01,18.851774,71.382852,57.39
TEST_044023,jio,5G,Mumbai,57.23,30.03,-70.31,35.21,2026-05-07,11.073539,87.985564,95.44
TEST_044043,vi,4G,Mumbai,10.58,8.52,-90.48,56.82,2026-05-11,12.698299,73.637331,49.88
TEST_044065,airtel,4G,Mumbai,12.92,5.02,-82.18,55.7,2026-05-15,26.786697,89.32264,52.58
TEST_044068,vi,5G,Mumbai,54.0,34.3,-86.64,53.45,2026-05-28,31.794895,81.452691,72.33
TEST_044070,jio,4G,Mumbai,19.39,7.67,-93.58,35.16,2026-05-29,21.860794,84.74445,71.22
TEST_044073,vi,4G,Mumbai,23.76,9.45,-70.56,66.85,2026-05-06,16.310619,87.417594,54.68
TEST_044078,vi,4G,Mumbai,25.47,7.07,-92.56,35.26,2026-03-25,15.605947,71.806783,72.54
TEST_044090,jio,5G,Mumbai,127.14,23.01,-107.96,59.39,2026-03-13,25.129679,90.597847,73.8
TEST_044091,airtel,5G,Mumbai,100.6,14.34,-69.02,47.01,2026-03-17,32.424682,68.671438,86.27
TEST_044106,airtel,5G,Mumbai,98.89,27.47,-90.46,43.14,2026-03-15,29.948682,90.798336,87.16
TEST_044107,airtel,5G,Mumbai,85.51,17.97,-106.38,36.09,2026-03-06,20.185115,91.150745,84.03
TEST_044115,airtel,5G,Mumbai,52.39,18.1,-85.02,37.21,2026-04-24,11.726043,86.376763,82.24
TEST_044123,jio,5G,Mumbai,76.69,9.76,-71.22,37.61,2026-03-10,33.795428,89.439107,88.69
TEST_044124,jio,5G,Mumbai,66.34,19.68,-79.87,45.63,2026-03-30,15.210459,78.930983,78.19
TEST_044129,airtel,4G,Mumbai,34.11,9.42,-92.77,35.86,2026-05-17,30.286608,91.806821,74.35
TEST_044131,vi,5G,Mumbai,97.81,14.38,-77.32,45.55,2026-04-27,10.57777,93.574242,84.2
TEST_044146,vi,4G,Mumbai,23.85,8.54,-83.79,44.89,2026-04-30,24.116809,69.577791,64.06
